sentence_id,token,label
230,ho,B-SYMPTOM
230,mãn,I-SYMPTOM
230,tính,I-SYMPTOM
230,và,O
230,bị,O
230,hụt,B-SYMPTOM
230,hơi,I-SYMPTOM
231,Tôi,O
231,bị,O
231,bị,O
231,hao,B-SYMPTOM
231,mòn,I-SYMPTOM
231,và,O
231,bị,O
231,sốt,B-SYMPTOM
231,dai,I-SYMPTOM
231,dẳng,I-SYMPTOM
232,Tôi,O
232,bị,O
232,ho,B-SYMPTOM
232,ra,I-SYMPTOM
232,máu,I-SYMPTOM
232,và,O
232,bị,O
232,mệt,B-SYMPTOM
232,mỏi,I-SYMPTOM
233,Tôi,O
233,bị,O
233,đau,B-SYMPTOM
233,ngực,I-SYMPTOM
233,khi,I-SYMPTOM
233,hít,I-SYMPTOM
233,sâu,I-SYMPTOM
233,và,O
233,bị,O
233,khạc,B-SYMPTOM
233,đờm,I-SYMPTOM
234,Tôi,O
234,bị,O
234,thở,B-SYMPTOM
234,gấp,I-SYMPTOM
234,và,O
234,bị,O
234,chán,B-SYMPTOM
234,ăn,I-SYMPTOM
235,Tôi,O
235,bị,O
235,ho,B-SYMPTOM
235,kinh,I-SYMPTOM
235,niên,I-SYMPTOM
235,và,O
235,bị,O
235,gầy,B-SYMPTOM
235,sút,I-SYMPTOM
236,Tôi,O
236,bị,O
236,sốt,B-SYMPTOM
236,nhẹ,I-SYMPTOM
236,và,O
236,bị,O
236,ho,B-SYMPTOM
236,liên,I-SYMPTOM
236,miên,I-SYMPTOM
237,Tôi,O
237,bị,O
237,vã,B-SYMPTOM
237,mồ,I-SYMPTOM
237,hôi,I-SYMPTOM
237,khi,I-SYMPTOM
237,ngủ,I-SYMPTOM
237,và,O
237,bị,O
237,tức,B-SYMPTOM
237,ngực,I-SYMPTOM
238,Tôi,O
238,bị,O
238,mất,B-SYMPTOM
238,sức,I-SYMPTOM
238,và,O
238,bị,O
238,ho,B-SYMPTOM
238,ra,I-SYMPTOM
238,tia,I-SYMPTOM
238,máu,I-SYMPTOM
239,Tôi,O
239,bị,O
239,khó,B-SYMPTOM
239,thở,I-SYMPTOM
239,khi,I-SYMPTOM
239,gắng,I-SYMPTOM
239,sức,I-SYMPTOM
239,và,O
239,bị,O
239,suy,B-SYMPTOM
239,nhược,I-SYMPTOM
239,cơ,I-SYMPTOM
239,thể,I-SYMPTOM
240,Tôi,O
240,bị,O
240,ho,B-SYMPTOM
240,dai,I-SYMPTOM
240,dẳng,I-SYMPTOM
240,và,O
240,bị,O
240,khạc,B-SYMPTOM
240,đờm,I-SYMPTOM
240,nhiều,I-SYMPTOM
241,Tôi,O
241,bị,O
241,sốt,B-SYMPTOM
241,về,I-SYMPTOM
241,chiều,I-SYMPTOM
241,và,O
241,bị,O
241,ho,B-SYMPTOM
241,mãn,I-SYMPTOM
241,tính,I-SYMPTOM
242,Tôi,O
242,bị,O
242,đổ,B-SYMPTOM
242,mồ,I-SYMPTOM
242,hôi,I-SYMPTOM
242,trộm,I-SYMPTOM
242,và,O
242,bị,O
242,đau,B-SYMPTOM
242,ngực,I-SYMPTOM
242,243,Tôi
243,bị,O
243,ho,B-SYMPTOM
243,kéo,I-SYMPTOM
243,dài,I-SYMPTOM
243,và,O
243,bị,O
243,sụt,B-SYMPTOM
243,cân,I-SYMPTOM
244,Tôi,O
244,bị,O
244,khó,B-SYMPTOM
244,thở,I-SYMPTOM
244,và,O
244,bị,O
244,đờm,B-SYMPTOM
244,màu,I-SYMPTOM
244,xanh,I-SYMPTOM
245,Tôi,O
245,bị,O
245,mệt,B-SYMPTOM
245,mỏi,I-SYMPTOM
245,mãn,I-SYMPTOM
245,tính,I-SYMPTOM
245,và,O
245,bị,O
245,ho,B-SYMPTOM
245,ra,I-SYMPTOM
245,ít,I-SYMPTOM
245,máu,I-SYMPTOM
246,Tôi,O
246,bị,O
246,sốt,B-SYMPTOM
246,nhẹ,I-SYMPTOM
246,và,O
246,bị,O
246,chán,B-SYMPTOM
246,ăn,I-SYMPTOM
247,Tôi,O
247,bị,O
247,ho,B-SYMPTOM
247,trên,I-SYMPTOM
247,3,I-SYMPTOM
247,tuần,I-SYMPTOM
247,và,O
247,bị,O
247,tức,B-SYMPTOM
247,ngực,I-SYMPTOM
248,Tôi,O
248,bị,O
248,hụt,B-SYMPTOM
248,hơi,I-SYMPTOM
248,và,O
248,bị,O
248,gầy,B-SYMPTOM
248,sút,I-SYMPTOM
249,Tôi,O
249,bị,O
249,ho,B-SYMPTOM
249,liên,I-SYMPTOM
249,miên,I-SYMPTOM
249,và,O
249,bị,O
249,sốt,B-SYMPTOM
249,dai,I-SYMPTOM
249,dẳng,I-SYMPTOM
250,Tôi,O
250,bị,O
250,đau,B-SYMPTOM
250,ngực,I-SYMPTOM
250,và,O
250,bị,O
250,mất,B-SYMPTOM
250,sức,I-SYMPTOM
251,Chào,O
251,bác,O
251,sĩ,O
251,,O
251,tôi,O
251,bị,O
251,sốt,B-SYMPTOM
251,đột,I-SYMPTOM
251,ngột,I-SYMPTOM
251,và,O
251,bị,O
251,đau,B-SYMPTOM
251,nhức,I-SYMPTOM
251,sau,I-SYMPTOM
251,mắt,I-SYMPTOM
252,Tôi,O
252,thấy,O
252,mình,O
252,bị,O
252,nôn,B-SYMPTOM
252,liên,I-SYMPTOM
252,tục,I-SYMPTOM
252,và,O
252,bị,O
252,xuất,B-SYMPTOM
252,huyết,I-SYMPTOM
252,dạng,I-SYMPTOM
252,sẩn,I-SYMPTOM
253,Tôi,O
253,bị,O
253,sốt,B-SYMPTOM
253,cao,I-SYMPTOM
253,kéo,I-SYMPTOM
253,dài,I-SYMPTOM
253,và,O
253,luôn,O
253,cảm,B-SYMPTOM
253,giác,I-SYMPTOM
253,áp,I-SYMPTOM
253,lực,I-SYMPTOM
253,mắt,I-SYMPTOM
254,Tôi,O
254,bị,O
254,đau,B-SYMPTOM
254,cơ,I-SYMPTOM
254,dữ,I-SYMPTOM
254,dội,I-SYMPTOM
254,và,O
254,bị,O
254,ban,B-SYMPTOM
254,nổi,I-SYMPTOM
254,trên,I-SYMPTOM
254,da,I-SYMPTOM
255,Tôi,O
255,bị,O
255,nhức,B-SYMPTOM
255,đầu,I-SYMPTOM
255,sau,I-SYMPTOM
255,trán,I-SYMPTOM
255,và,O
255,bị,O
255,ớn,B-SYMPTOM
255,lạnh,I-SYMPTOM
255,toàn,I-SYMPTOM
255,thân,I-SYMPTOM
256,Tôi,O
256,bị,O
256,nôn,B-SYMPTOM
256,nhiều,I-SYMPTOM
256,lần,I-SYMPTOM
256,và,O
256,bị,O
256,nhức,B-SYMPTOM
256,khớp,I-SYMPTOM
257,Tôi,O
257,bị,O
257,ban,B-SYMPTOM
257,dạng,I-SYMPTOM
257,sẩn,I-SYMPTOM
257,và,O
257,bị,O
257,chảy,B-SYMPTOM
257,máu,I-SYMPTOM
257,cam,I-SYMPTOM
257,nhẹ,I-SYMPTOM
258,Tôi,O
258,thấy,O
258,mình,O
258,bị,O
258,mệt,B-SYMPTOM
258,toàn,I-SYMPTOM
258,thân,I-SYMPTOM
258,và,O
258,bị,O
258,đau,B-SYMPTOM
258,nhức,I-SYMPTOM
258,mắt,I-SYMPTOM
258,khi,I-SYMPTOM
258,chuyển,I-SYMPTOM
258,động,I-SYMPTOM
259,Tôi,O
259,bị,O
259,buồn,B-SYMPTOM
259,nôn,I-SYMPTOM
259,dữ,I-SYMPTOM
259,dội,I-SYMPTOM
259,và,O
259,bị,O
259,nhức,B-SYMPTOM
259,đầu,I-SYMPTOM
259,nhẹ,I-SYMPTOM
260,Tôi,O
260,bị,O
260,rét,B-SYMPTOM
260,run,I-SYMPTOM
260,và,O
260,bị,O
260,giảm,B-SYMPTOM
260,ăn,I-SYMPTOM
261,Tôi,O
261,bị,O
261,sốt,B-SYMPTOM
261,vừa,I-SYMPTOM
261,và,O
261,bị,O
261,đau,B-SYMPTOM
261,cơ,I-SYMPTOM
261,toàn,I-SYMPTOM
261,thân,I-SYMPTOM
262,Tôi,O
262,bị,O
262,nôn,B-SYMPTOM
262,ra,I-SYMPTOM
262,thức,I-SYMPTOM
262,ăn,I-SYMPTOM
262,và,O
262,bị,O
262,bầm,B-SYMPTOM
262,tím,I-SYMPTOM
263,Tôi,O
263,bị,O
263,chóng,B-SYMPTOM
263,mặt,I-SYMPTOM
263,nhẹ,I-SYMPTOM
263,và,O
263,bị,O
263,nhức,B-SYMPTOM
263,đầu,I-SYMPTOM
263,dữ,I-SYMPTOM
263,dội,I-SYMPTOM
264,Tôi,O
264,bị,O
264,mệt,B-SYMPTOM
264,nhẹ,I-SYMPTOM
264,và,O
264,bị,O
264,chảy,B-SYMPTOM
264,máu,I-SYMPTOM
264,cam,I-SYMPTOM
264,nhiều,I-SYMPTOM
265,Tôi,O
265,bị,O
265,sốt,B-SYMPTOM
265,kéo,I-SYMPTOM
265,dài,I-SYMPTOM
265,và,O
265,bị,O
265,ban,B-SYMPTOM
265,dạng,I-SYMPTOM
265,sẩn,I-SYMPTOM
266,Tôi,O
266,bị,O
266,đau,B-SYMPTOM
266,nhức,I-SYMPTOM
266,mắt,I-SYMPTOM
266,và,O
266,bị,O
266,nôn,B-SYMPTOM
266,ra,I-SYMPTOM
266,dịch,I-SYMPTOM
267,Tôi,O
267,bị,O
267,hoa,B-SYMPTOM
267,mắt,I-SYMPTOM
267,và,O
267,bị,O
267,mất,B-SYMPTOM
267,cảm,I-SYMPTOM
267,giác,I-SYMPTOM
267,thèm,I-SYMPTOM
267,ăn,I-SYMPTOM
268,Tôi,O
268,bị,O
268,chấm,B-SYMPTOM
268,đỏ,I-SYMPTOM
268,dưới,I-SYMPTOM
268,da,I-SYMPTOM
268,và,O
268,bị,O
268,đau,B-SYMPTOM
268,cơ,I-SYMPTOM
268,dữ,I-SYMPTOM
268,dội,I-SYMPTOM
269,Tôi,O
269,bị,O
269,yếu,B-SYMPTOM
269,cơ,I-SYMPTOM
269,và,O
269,bị,O
269,buồn,B-SYMPTOM
269,nôn,I-SYMPTOM
269,nhẹ,I-SYMPTOM
270,Tôi,O
270,bị,O
270,sốt,B-SYMPTOM
270,cao,I-SYMPTOM
270,và,O
270,bị,O
270,nhức,B-SYMPTOM
270,đầu,I-SYMPTOM
270,sau,I-SYMPTOM
270,trán,I-SYMPTOM
271,Tôi,O
271,bị,O
271,phát,B-SYMPTOM
271,ban,I-SYMPTOM
271,toàn,I-SYMPTOM
271,thân,I-SYMPTOM
271,và,O
271,bị,O
271,nhức,B-SYMPTOM
271,khớp,I-SYMPTOM
272,Tôi,O
272,bị,O
272,chóng,B-SYMPTOM
272,mặt,I-SYMPTOM
272,và,O
272,bị,O
272,nôn,B-SYMPTOM
272,nhiều,I-SYMPTOM
272,lần,I-SYMPTOM
273,Tôi,O
273,bị,O
273,đau,B-SYMPTOM
273,nhức,I-SYMPTOM
273,mắt,I-SYMPTOM
273,khi,I-SYMPTOM
273,chuyển,I-SYMPTOM
273,động,I-SYMPTOM
273,và,O
273,bị,O
273,bầm,B-SYMPTOM
273,tím,I-SYMPTOM
274,Tôi,O
274,bị,O
274,mệt,B-SYMPTOM
274,toàn,I-SYMPTOM
274,thân,I-SYMPTOM
274,và,O
274,bị,O
274,dễ,B-SYMPTOM
274,chảy,I-SYMPTOM
274,máu,I-SYMPTOM
275,Tôi,O
275,bị,O
275,sốt,B-SYMPTOM
275,vừa,I-SYMPTOM
275,và,O
275,bị,O
275,ớn,B-SYMPTOM
275,lạnh,I-SYMPTOM
275,nhẹ,I-SYMPTOM
276,Tôi,O
276,bị,O
276,nhức,B-SYMPTOM
276,đầu,I-SYMPTOM
276,nhẹ,I-SYMPTOM
276,và,O
276,bị,O
276,nôn,B-SYMPTOM
276,ra,I-SYMPTOM
276,thức,I-SYMPTOM
276,ăn,I-SYMPTOM
277,Tôi,O
277,bị,O
277,ban,B-SYMPTOM
277,đỏ,I-SYMPTOM
277,và,O
277,bị,O
277,đau,B-SYMPTOM
277,cơ,I-SYMPTOM
277,toàn,I-SYMPTOM
277,thân,I-SYMPTOM
278,Tôi,O
278,bị,O
278,sốt,B-SYMPTOM
278,đột,I-SYMPTOM
278,ngột,I-SYMPTOM
278,và,O
278,bị,O
278,choáng,B-SYMPTOM
278,váng,I-SYMPTOM
279,Tôi,O
279,bị,O
279,chảy,B-SYMPTOM
279,máu,I-SYMPTOM
279,cam,I-SYMPTOM
279,nhẹ,I-SYMPTOM
279,và,O
279,bị,O
279,buồn,B-SYMPTOM
279,nôn,I-SYMPTOM
279,dữ,I-SYMPTOM
279,dội,I-SYMPTOM
280,Tôi,O
280,bị,O
280,ớn,B-SYMPTOM
280,lạnh,I-SYMPTOM
280,toàn,I-SYMPTOM
280,thân,I-SYMPTOM
280,và,O
280,bị,O
280,giảm,B-SYMPTOM
280,ăn,I-SYMPTOM
281,Tôi,O
281,bị,O
281,sốt,B-SYMPTOM
281,cao,I-SYMPTOM
281,kéo,I-SYMPTOM
281,dài,I-SYMPTOM
281,và,O
281,bị,O
281,mệt,B-SYMPTOM
281,cơ,I-SYMPTOM
282,Tôi,O
282,bị,O
282,nôn,B-SYMPTOM
282,ra,I-SYMPTOM
282,dịch,I-SYMPTOM
282,và,O
282,bị,O
282,đau,B-SYMPTOM
282,nhức,I-SYMPTOM
282,sau,I-SYMPTOM
282,mắt,I-SYMPTOM
283,Tôi,O
283,bị,O
283,nhức,B-SYMPTOM
283,đầu,I-SYMPTOM
283,dữ,I-SYMPTOM
283,dội,I-SYMPTOM
283,và,O
283,bị,O
283,xuất,B-SYMPTOM
283,huyết,I-SYMPTOM
283,dạng,I-SYMPTOM
283,sẩn,I-SYMPTOM
284,Tôi,O
284,bị,O
284,chóng,B-SYMPTOM
284,mặt,I-SYMPTOM
284,nhẹ,I-SYMPTOM
284,và,O
284,bị,O
284,yếu,B-SYMPTOM
284,cơ,I-SYMPTOM
285,Tôi,O
285,bị,O
285,sốt,B-SYMPTOM
285,nhẹ,I-SYMPTOM
285,và,O
285,bị,O
285,bầm,B-SYMPTOM
285,tím,I-SYMPTOM
286,Tôi,O
286,bị,O
286,mất,B-SYMPTOM
286,cảm,I-SYMPTOM
286,giác,I-SYMPTOM
286,thèm,I-SYMPTOM
286,ăn,I-SYMPTOM
286,và,O
286,bị,O
286,nhức,B-SYMPTOM
286,khớp,I-SYMPTOM
287,Tôi,O
287,bị,O
287,phát,B-SYMPTOM
287,ban,I-SYMPTOM
287,toàn,I-SYMPTOM
287,thân,I-SYMPTOM
287,và,O
287,bị,O
287,nôn,B-SYMPTOM
287,liên,I-SYMPTOM
287,tục,I-SYMPTOM
288,Tôi,O
288,bị,O
288,ớn,B-SYMPTOM
288,lạnh,I-SYMPTOM
288,nhẹ,I-SYMPTOM
288,và,O
288,bị,O
288,đau,B-SYMPTOM
288,nhức,I-SYMPTOM
288,mắt,I-SYMPTOM
288,289,Tôi
289,bị,O
289,sốt,B-SYMPTOM
289,vừa,I-SYMPTOM
289,và,O
289,bị,O
289,chảy,B-SYMPTOM
289,máu,I-SYMPTOM
289,cam,I-SYMPTOM
289,nhiều,I-SYMPTOM
290,Tôi,O
290,bị,O
290,đau,B-SYMPTOM
290,cơ,I-SYMPTOM
290,toàn,I-SYMPTOM
290,thân,I-SYMPTOM
290,và,O
290,bị,O
290,uể,B-SYMPTOM
290,oải,I-SYMPTOM
291,Tôi,O
291,bị,O
291,nhức,B-SYMPTOM
291,đầu,I-SYMPTOM
291,sau,I-SYMPTOM
291,trán,I-SYMPTOM
291,và,O
291,bị,O
291,nôn,B-SYMPTOM
291,ra,I-SYMPTOM
291,dịch,I-SYMPTOM
292,Tôi,O
292,bị,O
292,buồn,B-SYMPTOM
292,nôn,I-SYMPTOM
292,nhẹ,I-SYMPTOM
292,và,O
292,bị,O
292,ban,B-SYMPTOM
292,nổi,I-SYMPTOM
292,trên,I-SYMPTOM
292,da,I-SYMPTOM
293,Tôi,O
293,bị,O
293,sốt,B-SYMPTOM
293,đột,I-SYMPTOM
293,ngột,I-SYMPTOM
293,và,O
293,bị,O
293,mệt,B-SYMPTOM
293,nhẹ,I-SYMPTOM
294,Tôi,O
294,bị,O
294,đau,B-SYMPTOM
294,nhức,I-SYMPTOM
294,mắt,I-SYMPTOM
294,và,O
294,bị,O
294,chấm,B-SYMPTOM
294,đỏ,I-SYMPTOM
294,dưới,I-SYMPTOM
294,da,I-SYMPTOM
295,Tôi,O
295,bị,O
295,chóng,B-SYMPTOM
295,mặt,I-SYMPTOM
295,và,O
295,bị,O
295,nhức,B-SYMPTOM
295,đầu,I-SYMPTOM
295,nhẹ,I-SYMPTOM
296,Tôi,O
296,bị,O
296,ho,B-SYMPTOM
296,khan,I-SYMPTOM
296,và,O
296,bị,O
296,ban,B-SYMPTOM
296,đỏ,I-SYMPTOM
297,Tôi,O
297,bị,O
297,sốt,B-SYMPTOM
297,kéo,I-SYMPTOM
297,dài,I-SYMPTOM
297,và,O
297,bị,O
297,dễ,B-SYMPTOM
297,chảy,I-SYMPTOM
297,máu,I-SYMPTOM
298,Tôi,O
298,bị,O
298,ớn,B-SYMPTOM
298,lạnh,I-SYMPTOM
298,toàn,I-SYMPTOM
298,thân,I-SYMPTOM
298,và,O
298,bị,O
298,ăn,B-SYMPTOM
298,không,I-SYMPTOM
298,ngon,I-SYMPTOM
299,Tôi,O
299,bị,O
299,đau,B-SYMPTOM
299,cơ,I-SYMPTOM
299,dữ,I-SYMPTOM
299,dội,I-SYMPTOM
299,và,O
299,bị,O
299,nôn,B-SYMPTOM
299,nhiều,I-SYMPTOM
299,lần,I-SYMPTOM
300,Tôi,O
300,bị,O
300,nhức,B-SYMPTOM
300,đầu,I-SYMPTOM
300,dữ,I-SYMPTOM
300,dội,I-SYMPTOM
300,và,O
300,bị,O
300,hoa,B-SYMPTOM
300,mắt,I-SYMPTOM
301,Chào,O
301,bác,O
301,sĩ,O
301,,O
301,tôi,O
301,bị,O
301,sốt,B-SYMPTOM
301,từng,I-SYMPTOM
301,cơn,I-SYMPTOM
301,và,O
301,bị,O
301,rét,B-SYMPTOM
301,run,I-SYMPTOM
302,Tôi,O
302,bị,O
302,nhức,B-SYMPTOM
302,đầu,I-SYMPTOM
302,dữ,I-SYMPTOM
302,dội,I-SYMPTOM
302,kèm,I-SYMPTOM
302,chóng,I-SYMPTOM
302,mặt,I-SYMPTOM
302,và,O
302,bị,O
302,buồn,B-SYMPTOM
302,nôn,I-SYMPTOM
302,dữ,I-SYMPTOM
302,dội,I-SYMPTOM
303,Tôi,O
303,thấy,O
303,mình,O
303,bị,O
303,mệt,B-SYMPTOM
303,toàn,I-SYMPTOM
303,thân,I-SYMPTOM
303,và,O
303,có,O
303,triệu,O
303,chứng,O
303,vàng,B-SYMPTOM
303,da,I-SYMPTOM
303,nhẹ,I-SYMPTOM
304,Tôi,O
304,bị,O
304,sốt,B-SYMPTOM
304,dai,I-SYMPTOM
304,dẳng,I-SYMPTOM
304,và,O
304,thường,O
304,xuyên,O
304,bị,O
304,đổ,B-SYMPTOM
304,mồ,I-SYMPTOM
304,hôi,I-SYMPTOM
304,về,I-SYMPTOM
304,đêm,I-SYMPTOM
305,Tôi,O
305,bị,O
305,nhức,B-SYMPTOM
305,cơ,I-SYMPTOM
305,và,O
305,bị,O
305,tiêu,B-SYMPTOM
305,chảy,I-SYMPTOM
305,nặng,I-SYMPTOM
306,Tôi,O
306,bị,O
306,sốt,B-SYMPTOM
306,cao,I-SYMPTOM
306,và,O
306,bị,O
306,nhức,B-SYMPTOM
306,đầu,I-SYMPTOM
306,nhẹ,I-SYMPTOM
307,Tôi,O
307,bị,O
307,ớn,B-SYMPTOM
307,lạnh,I-SYMPTOM
307,toàn,I-SYMPTOM
307,thân,I-SYMPTOM
307,và,O
307,bị,O
307,nôn,B-SYMPTOM
307,ra,I-SYMPTOM
307,thức,I-SYMPTOM
307,ăn,I-SYMPTOM
308,Tôi,O
308,bị,O
308,đau,B-SYMPTOM
308,khớp,I-SYMPTOM
308,và,O
308,bị,O
308,ăn,B-SYMPTOM
308,không,I-SYMPTOM
308,ngon,I-SYMPTOM
309,Tôi,O
309,bị,O
309,hoa,B-SYMPTOM
309,mắt,I-SYMPTOM
309,và,O
309,bị,O
309,ho,B-SYMPTOM
309,khan,I-SYMPTOM
310,Tôi,O
310,thấy,O
310,da,B-SYMPTOM
310,hơi,I-SYMPTOM
310,vàng,I-SYMPTOM
310,và,O
310,bị,O
310,mệt,B-SYMPTOM
310,nhẹ,I-SYMPTOM
311,Tôi,O
311,bị,O
311,sốt,B-SYMPTOM
311,vừa,I-SYMPTOM
311,và,O
311,bị,O
311,phân,B-SYMPTOM
311,lỏng,I-SYMPTOM
312,Tôi,O
312,bị,O
312,chóng,B-SYMPTOM
312,mặt,I-SYMPTOM
312,nhẹ,I-SYMPTOM
312,và,O
312,bị,O
312,buồn,B-SYMPTOM
312,nôn,I-SYMPTOM
312,nhẹ,I-SYMPTOM
313,Tôi,O
313,bị,O
313,đau,B-SYMPTOM
313,cơ,I-SYMPTOM
313,dữ,I-SYMPTOM
313,dội,I-SYMPTOM
313,và,O
313,bị,O
313,mồ,B-SYMPTOM
313,hôi,I-SYMPTOM
313,lạnh,I-SYMPTOM
314,Tôi,O
314,bị,O
314,sốt,B-SYMPTOM
314,từng,I-SYMPTOM
314,cơn,I-SYMPTOM
314,và,O
314,bị,O
314,giảm,B-SYMPTOM
314,ăn,I-SYMPTOM
315,Tôi,O
315,bị,O
315,ho,B-SYMPTOM
315,kéo,I-SYMPTOM
315,dài,I-SYMPTOM
315,và,O
315,bị,O
315,nhức,B-SYMPTOM
315,đầu,I-SYMPTOM
315,kèm,I-SYMPTOM
315,chóng,I-SYMPTOM
315,mặt,I-SYMPTOM
316,Tôi,O
316,bị,O
316,tiêu,B-SYMPTOM
316,chảy,I-SYMPTOM
316,nhẹ,I-SYMPTOM
316,và,O
316,bị,O
316,vàng,B-SYMPTOM
316,mắt,I-SYMPTOM
317,Tôi,O
317,bị,O
317,mệt,B-SYMPTOM
317,toàn,I-SYMPTOM
317,thân,I-SYMPTOM
317,và,O
317,bị,O
317,nôn,B-SYMPTOM
317,liên,I-SYMPTOM
317,tục,I-SYMPTOM
318,Tôi,O
318,bị,O
318,ớn,B-SYMPTOM
318,lạnh,I-SYMPTOM
318,và,O
318,bị,O
318,đau,B-SYMPTOM
318,khớp,I-SYMPTOM
319,Tôi,O
319,bị,O
319,ho,B-SYMPTOM
319,nhẹ,I-SYMPTOM
319,và,O
319,bị,O
319,sốt,B-SYMPTOM
319,dai,I-SYMPTOM
319,dẳng,I-SYMPTOM
320,Tôi,O
320,bị,O
320,mồ,B-SYMPTOM
320,hôi,I-SYMPTOM
320,nhiều,I-SYMPTOM
320,và,O
320,bị,O
320,mất,B-SYMPTOM
320,thăng,I-SYMPTOM
320,bằng,I-SYMPTOM
321,Tôi,O
321,bị,O
321,sốt,B-SYMPTOM
321,cao,I-SYMPTOM
321,và,O
321,bị,O
321,ăn,B-SYMPTOM
321,kém,I-SYMPTOM
322,Tôi,O
322,bị,O
322,nhức,B-SYMPTOM
322,đầu,I-SYMPTOM
322,dữ,I-SYMPTOM
322,dội,I-SYMPTOM
322,và,O
322,bị,O
322,yếu,B-SYMPTOM
322,cơ,I-SYMPTOM
323,Tôi,O
323,bị,O
323,rét,B-SYMPTOM
323,run,I-SYMPTOM
323,và,O
323,bị,O
323,tiêu,B-SYMPTOM
323,chảy,I-SYMPTOM
323,nặng,I-SYMPTOM
324,Tôi,O
324,bị,O
324,vàng,B-SYMPTOM
324,da,I-SYMPTOM
324,nhẹ,I-SYMPTOM
324,và,O
324,bị,O
324,buồn,B-SYMPTOM
324,nôn,I-SYMPTOM
324,nhẹ,I-SYMPTOM
325,Tôi,O
325,bị,O
325,ho,B-SYMPTOM
325,khan,I-SYMPTOM
325,và,O
325,bị,O
325,chóng,B-SYMPTOM
325,mặt,I-SYMPTOM
325,326,Tôi
326,bị,O
326,mệt,B-SYMPTOM
326,nhẹ,I-SYMPTOM
326,và,O
326,bị,O
326,sốt,B-SYMPTOM
326,vừa,I-SYMPTOM
327,Tôi,O
327,bị,O
327,nhức,B-SYMPTOM
327,cơ,I-SYMPTOM
327,và,O
327,bị,O
327,mồ,B-SYMPTOM
327,hôi,I-SYMPTOM
327,nhiều,I-SYMPTOM
328,Tôi,O
328,bị,O
328,ho,B-SYMPTOM
328,kéo,I-SYMPTOM
328,dài,I-SYMPTOM
328,và,O
328,bị,O
328,nôn,B-SYMPTOM
328,liên,I-SYMPTOM
328,tục,I-SYMPTOM
329,Tôi,O
329,bị,O
329,sốt,B-SYMPTOM
329,từng,I-SYMPTOM
329,cơn,I-SYMPTOM
329,và,O
329,bị,O
329,hoa,B-SYMPTOM
329,mắt,I-SYMPTOM
330,Tôi,O
330,bị,O
330,đau,B-SYMPTOM
330,khớp,I-SYMPTOM
330,và,O
330,bị,O
330,sốt,B-SYMPTOM
330,cao,I-SYMPTOM
331,Tôi,O
331,bị,O
331,nhức,B-SYMPTOM
331,đầu,I-SYMPTOM
331,nhẹ,I-SYMPTOM
331,và,O
331,bị,O
331,tiêu,B-SYMPTOM
331,chảy,I-SYMPTOM
331,nhẹ,I-SYMPTOM
332,Tôi,O
332,bị,O
332,mệt,B-SYMPTOM
332,toàn,I-SYMPTOM
332,thân,I-SYMPTOM
332,và,O
332,bị,O
332,vàng,B-SYMPTOM
332,mắt,I-SYMPTOM
333,Tôi,O
333,bị,O
333,sốt,B-SYMPTOM
333,dai,I-SYMPTOM
333,dẳng,I-SYMPTOM
333,và,O
333,bị,O
333,buồn,B-SYMPTOM
333,nôn,I-SYMPTOM
333,dữ,I-SYMPTOM
333,dội,I-SYMPTOM
334,Tôi,O
334,bị,O
334,ăn,B-SYMPTOM
334,kém,I-SYMPTOM
334,và,O
334,bị,O
334,ho,B-SYMPTOM
334,nhẹ,I-SYMPTOM
335,Tôi,O
335,bị,O
335,đau,B-SYMPTOM
335,cơ,I-SYMPTOM
335,dữ,I-SYMPTOM
335,dội,I-SYMPTOM
335,và,O
335,bị,O
335,mất,B-SYMPTOM
335,thăng,I-SYMPTOM
335,bằng,I-SYMPTOM
336,Tôi,O
336,bị,O
336,sốt,B-SYMPTOM
336,vừa,I-SYMPTOM
336,và,O
336,bị,O
336,mồ,B-SYMPTOM
336,hôi,I-SYMPTOM
336,lạnh,I-SYMPTOM
337,Tôi,O
337,bị,O
337,nhức,B-SYMPTOM
337,đầu,I-SYMPTOM
337,kèm,I-SYMPTOM
337,chóng,I-SYMPTOM
337,mặt,I-SYMPTOM
337,và,O
337,bị,O
337,yếu,B-SYMPTOM
337,cơ,I-SYMPTOM
338,Tôi,O
338,bị,O
338,tiêu,B-SYMPTOM
338,chảy,I-SYMPTOM
338,nặng,I-SYMPTOM
338,và,O
338,bị,O
338,vàng,B-SYMPTOM
338,da,I-SYMPTOM
338,339,Tôi
339,bị,O
339,ho,B-SYMPTOM
339,kéo,I-SYMPTOM
339,dài,I-SYMPTOM
339,và,O
339,bị,O
339,ớn,B-SYMPTOM
339,lạnh,I-SYMPTOM
339,toàn,I-SYMPTOM
339,thân,I-SYMPTOM
340,Tôi,O
340,bị,O
340,nôn,B-SYMPTOM
340,ra,I-SYMPTOM
340,thức,I-SYMPTOM
340,ăn,I-SYMPTOM
340,và,O
340,bị,O
340,ho,B-SYMPTOM
340,khan,I-SYMPTOM
341,Tôi,O
341,bị,O
341,sốt,B-SYMPTOM
341,từng,I-SYMPTOM
341,cơn,I-SYMPTOM
341,và,O
341,bị,O
341,nhức,B-SYMPTOM
341,cơ,I-SYMPTOM
342,Tôi,O
342,bị,O
342,đổ,B-SYMPTOM
342,mồ,I-SYMPTOM
342,hôi,I-SYMPTOM
342,về,I-SYMPTOM
