disease_id,disease_name,symptoms
D012,Thủy đậu (Chickenpox),"đau_cơ_toàn_thân_nhẹ,phát_ban_ở_mặt_thân_lưng,mụn_nước_hóa_đục_sau_1_2_ngày,mụn_nước_khô_lại"
D012,Thủy đậu (Chickenpox),"sau_đó_lan_ra_tay_chân,bóc_vảy_sau_vài_ngày,phát_ban_xuất_hiện_theo_từng_đợt,ngứa_tăng_khi_mồ_hôi"
D012,Thủy đậu (Chickenpox),"ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,mệt_mỏi_kéo_dài_1_2_ngày,các_hạch_bạch_huyết_nhẹ_phình_to"
D012,Thủy đậu (Chickenpox),"cảm_giác_khó_chịu_toàn_thân,đau_bụng_nhẹ_thoáng_qua,nôn_nhẹ_thoáng_qua,ho_nhẹ"
D012,Thủy đậu (Chickenpox),"chảy_nước_mũi_nhẹ,sốt_nhẹ,phát_ban_đỏ_dạng_sẩn"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,nhức_đầu_nhẹ,mụn_nước_khô_lại"
D012,Thủy đậu (Chickenpox),"chán_ăn,sốt_vừa,ngứa_da"
D012,Thủy đậu (Chickenpox),"mụn_nước_nhỏ_trên_nền_ban_đỏ,bóc_vảy_sau_vài_ngày,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện"
D012,Thủy đậu (Chickenpox),"phát_ban_ở_mặt_thân_lưng,ngứa_tăng_khi_mồ_hôi,cảm_giác_khó_chịu_toàn_thân"
D012,Thủy đậu (Chickenpox),"sau_đó_lan_ra_tay_chân,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ,nôn_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"mụn_nước_hóa_đục_sau_1_2_ngày,mệt_mỏi_kéo_dài_1_2_ngày,chảy_nước_mũi_nhẹ"
D012,Thủy đậu (Chickenpox),"phát_ban_xuất_hiện_theo_từng_đợt,các_hạch_bạch_huyết_nhẹ_phình_to,đau_bụng_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"sốt_nhẹ,mệt_mỏi,chán_ăn,nhức_đầu_nhẹ"
D012,Thủy đậu (Chickenpox),"ngứa_da,phát_ban_đỏ_dạng_sẩn,mụn_nước_nhỏ_trên_nền_ban_đỏ,phát_ban_ở_mặt_thân_lưng"
D012,Thủy đậu (Chickenpox),"sốt_vừa,đau_cơ_toàn_thân_nhẹ,mụn_nước_hóa_đục_sau_1_2_ngày,mụn_nước_khô_lại"
D012,Thủy đậu (Chickenpox),"phát_ban_xuất_hiện_theo_từng_đợt,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,cảm_giác_khó_chịu_toàn_thân"
D012,Thủy đậu (Chickenpox),"mệt_mỏi_kéo_dài_1_2_ngày,các_hạch_bạch_huyết_nhẹ_phình_to,đau_bụng_nhẹ_thoáng_qua,ho_nhẹ"
D012,Thủy đậu (Chickenpox),"sốt_nhẹ,phát_ban_đỏ_dạng_sẩn,ngứa_tăng_khi_mồ_hôi,nôn_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,chán_ăn,sốt_vừa,chảy_nước_mũi_nhẹ"
D012,Thủy đậu (Chickenpox),"nhức_đầu_nhẹ,mụn_nước_nhỏ_trên_nền_ban_đỏ,bóc_vảy_sau_vài_ngày"
D012,Thủy đậu (Chickenpox),"đau_cơ_toàn_thân_nhẹ,phát_ban_ở_mặt_thân_lưng,mụn_nước_hóa_đục_sau_1_2_ngày"
D012,Thủy đậu (Chickenpox),"sau_đó_lan_ra_tay_chân,mụn_nước_khô_lại,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"ngứa_da,ngứa_tăng_khi_mồ_hôi,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ"
D012,Thủy đậu (Chickenpox),"cảm_giác_khó_chịu_toàn_thân,mệt_mỏi_kéo_dài_1_2_ngày,nhức_đầu_nhẹ"
D012,Thủy đậu (Chickenpox),"sốt_vừa,mụn_nước_nhỏ_trên_nền_ban_đỏ,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"sốt_nhẹ,chán_ăn,đau_cơ_toàn_thân_nhẹ"
D012,Thủy đậu (Chickenpox),"phát_ban_đỏ_dạng_sẩn,sau_đó_lan_ra_tay_chân,mụn_nước_hóa_đục_sau_1_2_ngày"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,mụn_nước_khô_lại,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện"
D012,Thủy đậu (Chickenpox),"bóc_vảy_sau_vài_ngày,các_hạch_bạch_huyết_nhẹ_phình_to,ho_nhẹ"
D012,Thủy đậu (Chickenpox),"ngứa_da,phát_ban_ở_mặt_thân_lưng,ngứa_tăng_khi_mồ_hôi"
D012,Thủy đậu (Chickenpox),"ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ,đau_bụng_nhẹ_thoáng_qua,chảy_nước_mũi_nhẹ"
D012,Thủy đậu (Chickenpox),"mệt_mỏi_kéo_dài_1_2_ngày,nôn_nhẹ_thoáng_qua,sốt_nhẹ"
D012,Thủy đậu (Chickenpox),"phát_ban_đỏ_dạng_sẩn,mụn_nước_nhỏ_trên_nền_ban_đỏ,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"sốt_vừa,nhức_đầu_nhẹ,mụn_nước_khô_lại"
D012,Thủy đậu (Chickenpox),"chán_ăn,ngứa_da,bóc_vảy_sau_vài_ngày"
D012,Thủy đậu (Chickenpox),"đau_cơ_toàn_thân_nhẹ,phát_ban_ở_mặt_thân_lưng,ngứa_tăng_khi_mồ_hôi"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,sau_đó_lan_ra_tay_chân,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ"
D012,Thủy đậu (Chickenpox),"mụn_nước_hóa_đục_sau_1_2_ngày,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,các_hạch_bạch_huyết_nhẹ_phình_to"
D012,Thủy đậu (Chickenpox),"cảm_giác_khó_chịu_toàn_thân,đau_bụng_nhẹ_thoáng_qua,ho_nhẹ"
D012,Thủy đậu (Chickenpox),"mệt_mỏi_kéo_dài_1_2_ngày,nôn_nhẹ_thoáng_qua,chảy_nước_mũi_nhẹ"
D012,Thủy đậu (Chickenpox),"sốt_nhẹ,phát_ban_đỏ_dạng_sẩn,mụn_nước_hóa_đục_sau_1_2_ngày"
D012,Thủy đậu (Chickenpox),"ngứa_da,mụn_nước_nhỏ_trên_nền_ban_đỏ,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"sốt_vừa,chán_ăn,bóc_vảy_sau_vài_ngày"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,nhức_đầu_nhẹ,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ"
D012,Thủy đậu (Chickenpox),"đau_cơ_toàn_thân_nhẹ,phát_ban_ở_mặt_thân_lưng,mệt_mỏi_kéo_dài_1_2_ngày"
D012,Thủy đậu (Chickenpox),"sau_đó_lan_ra_tay_chân,mụn_nước_khô_lại,các_hạch_bạch_huyết_nhẹ_phình_to"
D012,Thủy đậu (Chickenpox),"ngứa_tăng_khi_mồ_hôi,cảm_giác_khó_chịu_toàn_thân,nôn_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,đau_bụng_nhẹ_thoáng_qua,chảy_nước_mũi_nhẹ"
D012,Thủy đậu (Chickenpox),"sốt_nhẹ,phát_ban_đỏ_dạng_sẩn,sau_đó_lan_ra_tay_chân"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,chán_ăn,mụn_nước_khô_lại"
D012,Thủy đậu (Chickenpox),"ngứa_da,phát_ban_ở_mặt_thân_lưng,bóc_vảy_sau_vài_ngày"
D012,Thủy đậu (Chickenpox),"nhức_đầu_nhẹ,mụn_nước_hóa_đục_sau_1_2_ngày,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"sốt_vừa,đau_cơ_toàn_thân_nhẹ,ngứa_tăng_khi_mồ_hôi"
D012,Thủy đậu (Chickenpox),"mụn_nước_nhỏ_trên_nền_ban_đỏ,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện"
D012,Thủy đậu (Chickenpox),"mệt_mỏi_kéo_dài_1_2_ngày,cảm_giác_khó_chịu_toàn_thân,ho_nhẹ"
D012,Thủy đậu (Chickenpox),"các_hạch_bạch_huyết_nhẹ_phình_to,đau_bụng_nhẹ_thoáng_qua,nôn_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"sốt_nhẹ,mệt_mỏi,chảy_nước_mũi_nhẹ"
D012,Thủy đậu (Chickenpox),"ngứa_da,phát_ban_đỏ_dạng_sẩn,mụn_nước_hóa_đục_sau_1_2_ngày"
D012,Thủy đậu (Chickenpox),"sốt_vừa,nhức_đầu_nhẹ,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"chán_ăn,mụn_nước_nhỏ_trên_nền_ban_đỏ,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ"
D012,Thủy đậu (Chickenpox),"đau_cơ_toàn_thân_nhẹ,phát_ban_ở_mặt_thân_lưng,mệt_mỏi_kéo_dài_1_2_ngày"
D012,Thủy đậu (Chickenpox),"sau_đó_lan_ra_tay_chân,mụn_nước_khô_lại,cảm_giác_khó_chịu_toàn_thân"
D012,Thủy đậu (Chickenpox),"bóc_vảy_sau_vài_ngày,ngứa_tăng_khi_mồ_hôi,đau_bụng_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,các_hạch_bạch_huyết_nhẹ_phình_to,nôn_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"ho_nhẹ,chảy_nước_mũi_nhẹ,sốt_nhẹ"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,chán_ăn,phát_ban_đỏ_dạng_sẩn"
D012,Thủy đậu (Chickenpox),"nhức_đầu_nhẹ,ngứa_da,mụn_nước_nhỏ_trên_nền_ban_đỏ"
D012,Thủy đậu (Chickenpox),"sốt_vừa,đau_cơ_toàn_thân_nhẹ,mụn_nước_hóa_đục_sau_1_2_ngày"
D012,Thủy đậu (Chickenpox),"phát_ban_ở_mặt_thân_lưng,mụn_nước_khô_lại,phát_ban_xuất_hiện_theo_từng_đợt"
D012,Thủy đậu (Chickenpox),"sau_đó_lan_ra_tay_chân,bóc_vảy_sau_vài_ngày,ngứa_tăng_khi_mồ_hôi"
D012,Thủy đậu (Chickenpox),"ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,mệt_mỏi_kéo_dài_1_2_ngày"
D012,Thủy đậu (Chickenpox),"các_hạch_bạch_huyết_nhẹ_phình_to,cảm_giác_khó_chịu_toàn_thân,đau_bụng_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"nôn_nhẹ_thoáng_qua,ho_nhẹ,chảy_nước_mũi_nhẹ,sốt_nhẹ"
D012,Thủy đậu (Chickenpox),"mệt_mỏi,phát_ban_đỏ_dạng_sẩn,mụn_nước_hóa_đục_sau_1_2_ngày"
D012,Thủy đậu (Chickenpox),"chán_ăn,nhức_đầu_nhẹ,ngứa_tăng_khi_mồ_hôi"
D012,Thủy đậu (Chickenpox),"sốt_vừa,đau_cơ_toàn_thân_nhẹ,ban_đỏ_đi_kèm_mụn_nước_mới_và_vảy_cũ"
D012,Thủy đậu (Chickenpox),"ngứa_da,phát_ban_ở_mặt_thân_lưng,mệt_mỏi_kéo_dài_1_2_ngày"
D012,Thủy đậu (Chickenpox),"mụn_nước_nhỏ_trên_nền_ban_đỏ,sau_đó_lan_ra_tay_chân,cảm_giác_khó_chịu_toàn_thân"
D012,Thủy đậu (Chickenpox),"mụn_nước_khô_lại,phát_ban_xuất_hiện_theo_từng_đợt,đau_bụng_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"bóc_vảy_sau_vài_ngày,sốt_đôi_khi_tăng_nhẹ_khi_phát_ban_xuất_hiện,nôn_nhẹ_thoáng_qua"
D012,Thủy đậu (Chickenpox),"các_hạch_bạch_huyết_nhẹ_phình_to,ho_nhẹ,chảy_nước_mũi_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,hoa_mắt"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,mệt_mỏi"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,cảm_giác_nặng_đầu"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,đỏ_mặt_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,hồi_hộp"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,đánh_trống_ngực"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,căng_tức_vùng_ngực_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,khó_thở_khi_gắng_sức"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,mệt_khi_vận_động"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,căng_thẳng_dễ_mệt"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,chóng_mặt_nhẹ,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,đỏ_mặt_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,hồi_hộp"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,đánh_trống_ngực"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,căng_tức_vùng_ngực_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,khó_thở_khi_gắng_sức"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,mệt_khi_vận_động"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,căng_thẳng_dễ_mệt"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,cảm_giác_nặng_đầu,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,căng_tức_vùng_ngực_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,khó_thở_khi_gắng_sức"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,mệt_khi_vận_động"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,căng_thẳng_dễ_mệt"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,đánh_trống_ngực,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,mệt_khi_vận_động"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,căng_thẳng_dễ_mệt"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,mệt_khi_vận_động"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,căng_thẳng_dễ_mệt"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,căng_thẳng_dễ_mệt"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,ù_tai"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"cảm_giác_nặng_đầu,đánh_trống_ngực,mệt_khi_vận_động,ngủ_kém"
D013,Bệnh Tăng huyết áp (Tim mạch),"đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ,căng_thẳng_dễ_mệt,cảm_giác_bồn_chồn"
D013,Bệnh Tăng huyết áp (Tim mạch),"đau_đầu_nhẹ,hồi_hộp,khó_thở_khi_gắng_sức,ù_tai,tê_tay_chân_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"chóng_mặt_nhẹ,đánh_trống_ngực,mệt_khi_vận_động,ngủ_kém,phù_nhẹ_mắt_cá_chân"
D013,Bệnh Tăng huyết áp (Tim mạch),"hoa_mắt,căng_tức_vùng_ngực_nhẹ,căng_thẳng_dễ_mệt,cảm_giác_bồn_chồn,thở_gấp_khi_leo_cầu_thang"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_mỏi,khó_thở_khi_gắng_sức,ù_tai,tê_tay_chân_thoáng_qua,cảm_giác_tim_đập_nhanh_hoặc_mạnh"
D013,Bệnh Tăng huyết áp (Tim mạch),"cảm_giác_nặng_đầu,mệt_khi_vận_động,ngủ_kém,phù_nhẹ_mắt_cá_chân,khó_chịu_vùng_ngực_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"đỏ_mặt_thoáng_qua,căng_thẳng_dễ_mệt,cảm_giác_bồn_chồn,thở_gấp_khi_leo_cầu_thang,đau_đầu_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"hồi_hộp,ù_tai,tê_tay_chân_thoáng_qua,cảm_giác_tim_đập_nhanh_hoặc_mạnh,chóng_mặt_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"đánh_trống_ngực,ngủ_kém,phù_nhẹ_mắt_cá_chân,khó_chịu_vùng_ngực_thoáng_qua,hoa_mắt"
D013,Bệnh Tăng huyết áp (Tim mạch),"căng_tức_vùng_ngực_nhẹ,cảm_giác_bồn_chồn,thở_gấp_khi_leo_cầu_thang,đau_đầu_nhẹ,mệt_mỏi"
D013,Bệnh Tăng huyết áp (Tim mạch),"khó_thở_khi_gắng_sức,tê_tay_chân_thoáng_qua,cảm_giác_tim_đập_nhanh_hoặc_mạnh,chóng_mặt_nhẹ,cảm_giác_nặng_đầu"
D013,Bệnh Tăng huyết áp (Tim mạch),"mệt_khi_vận_động,phù_nhẹ_mắt_cá_chân,khó_chịu_vùng_ngực_thoáng_qua,hoa_mắt,đỏ_mặt_thoáng_qua"
D013,Bệnh Tăng huyết áp (Tim mạch),"căng_thẳng_dễ_mệt,thở_gấp_khi_leo_cầu_thang,đau_đầu_nhẹ,mệt_mỏi,hồi_hộp"
D013,Bệnh Tăng huyết áp (Tim mạch),"ù_tai,cảm_giác_tim_đập_nhanh_hoặc_mạnh,chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực"
D013,Bệnh Tăng huyết áp (Tim mạch),"ngủ_kém,khó_chịu_vùng_ngực_thoáng_qua,hoa_mắt,đỏ_mặt_thoáng_qua,căng_tức_vùng_ngực_nhẹ"
D013,Bệnh Tăng huyết áp (Tim mạch),"cảm_giác_bồn_chồn,đau_đầu_nhẹ,mệt_mỏi,hồi_hộp,khó_thở_khi_gắng_sức"
D013,Bệnh Tăng huyết áp (Tim mạch),"tê_tay_chân_thoáng_qua,chóng_mặt_nhẹ,cảm_giác_nặng_đầu,đánh_trống_ngực,mệt_khi_vận_động"
